HIST_DATE,DEAL_NO,REST_TYPE
2022-11-30,509604,LVL1
2022-11-30,509664,LVL1
2022-11-30,509692,LVL3
2022-11-30,509695,LVL3
2022-11-30,509811,LVL1
2022-11-30,509848,LVL1
2022-11-30,509917,LVL1
2022-11-30,509989,LVL1
2022-11-30,510335,LVL3
2022-11-30,510395,LVL3
2022-11-30,510534,LVL1
2022-11-30,510605,LVL1
2022-11-30,510609,LVL1
2022-11-30,510616,LVL1
2022-11-30,510757,LVL1
2022-11-30,510892,LVL1
2022-11-30,510921,LVL1
2022-11-30,511188,LVL1
2022-12-31,500897,LVL2
2022-12-31,501625,LVL1
2022-12-31,501805,LVL3
2022-12-31,502002,LVL3
2022-12-31,502048,LVL3
2022-12-31,502267,LVL1
2022-12-31,502355,LVL1
2022-12-31,502360,LVL1
2022-12-31,502490,LVL1
2022-12-31,502570,LVL3
2022-12-31,502604,LVL3
2022-12-31,502898,LVL1
2022-12-31,502977,LVL1
2022-12-31,503026,LVL3
2022-12-31,503299,LVL1
2022-12-31,503551,LVL1
2022-12-31,503948,LVL1
2022-12-31,504401,LVL1
2022-12-31,504448,LVL1
2022-12-31,504571,LVL1
2022-12-31,504592,LVL2
2022-12-31,504684,LVL3
2022-12-31,504850,LVL3
2022-12-31,505121,LVL3
2022-12-31,505243,LVL1
2022-12-31,505557,LVL1
2022-12-31,505605,LVL3
2022-12-31,506028,LVL1
2022-12-31,506446,LVL1
2022-12-31,506482,LVL1
2022-12-31,506518,LVL1
2022-12-31,506529,LVL1
2022-12-31,506530,LVL1
2022-12-31,506764,LVL3
2022-12-31,506792,LVL3
2022-12-31,506818,LVL3
2022-12-31,506921,LVL1
2022-12-31,507472,LVL1
2022-12-31,507515,LVL3
2022-12-31,507531,LVL1
2022-12-31,507611,LVL1
2022-12-31,507670,LVL3
2022-12-31,507687,LVL3
2022-12-31,507700,LVL1
2022-12-31,507701,LVL1
2022-12-31,507705,LVL2
2022-12-31,507755,LVL3
2022-12-31,507810,LVL1
2022-12-31,507817,LVL3
2022-12-31,507841,LVL1
2022-12-31,507944,LVL1
2022-12-31,507995,LVL1
2022-12-31,508022,LVL1
2022-12-31,508087,LVL1
2022-12-31,508092,LVL1
2022-12-31,508111,LVL1
2022-12-31,508241,LVL1
2022-12-31,508248,LVL3
2022-12-31,508318,LVL3
2022-12-31,508322,LVL3
2022-12-31,508489,LVL1
2022-12-31,508532,LVL1
2022-12-31,508570,LVL3
2022-12-31,508591,LVL1
2022-12-31,508598,LVL3
2022-12-31,508620,LVL3
2022-12-31,508991,LVL1
2022-12-31,509067,LVL2
2022-12-31,509110,LVL1
2022-12-31,509115,LVL1
2022-12-31,509225,LVL1
2022-12-31,509469,LVL3
2022-12-31,509493,LVL3
2022-12-31,509514,LVL1
2022-12-31,509692,LVL1
2022-12-31,509752,LVL2
2022-12-31,509791,LVL1
2022-12-31,509944,LVL1
2022-12-31,509961,LVL1
2022-12-31,509980,LVL1
2022-12-31,510051,LVL1
2022-12-31,510137,LVL3
2022-12-31,510242,LVL1
2022-12-31,510300,LVL1
2022-12-31,510364,LVL1
2022-12-31,510450,LVL1
2022-12-31,510522,LVL1
2022-12-31,510580,LVL1
2022-12-31,510647,LVL1
2022-12-31,510696,LVL3
2022-12-31,510714,LVL1
2022-12-31,510738,LVL1
2022-12-31,510810,LVL1
2022-12-31,511063,LVL3
2022-12-31,511081,LVL1
2022-12-31,511128,LVL1
2022-12-31,511228,LVL1
2022-12-31,511359,LVL1
2022-12-31,511556,LVL1
2022-12-31,511569,LVL1
2023-01-31,500366,LVL2
2023-01-31,500564,LVL1
2023-01-31,500649,LVL1
2023-01-31,500824,LVL1
2023-01-31,501075,LVL2
2023-01-31,501125,LVL1
2023-01-31,501360,LVL3
2023-01-31,501754,LVL3
2023-01-31,501822,LVL1
2023-01-31,502096,LVL1
2023-01-31,502285,LVL1
2023-01-31,502394,LVL3
2023-01-31,502465,LVL1
2023-01-31,503092,LVL3
2023-01-31,503120,LVL1
2023-01-31,503202,LVL1
2023-01-31,503397,LVL1
2023-01-31,503601,LVL1
2023-01-31,503705,LVL3
2023-01-31,503783,LVL1
2023-01-31,503906,LVL3
2023-01-31,503975,LVL1
2023-01-31,504141,LVL3
2023-01-31,504176,LVL1
2023-01-31,504179,LVL3
2023-01-31,504543,LVL3
2023-01-31,504672,LVL1
2023-01-31,504815,LVL3
2023-01-31,504858,LVL3
2023-01-31,504902,LVL3
2023-01-31,505113,LVL3
2023-01-31,505313,LVL3
2023-01-31,505564,LVL3
2023-01-31,505636,LVL1
2023-01-31,505724,LVL1
2023-01-31,505795,LVL1
2023-01-31,505955,LVL3
2023-01-31,506021,LVL1
2023-01-31,506059,LVL1
2023-01-31,506073,LVL1
2023-01-31,506109,LVL1
2023-01-31,506180,LVL1
2023-01-31,506215,LVL3
2023-01-31,506287,LVL1
2023-01-31,506325,LVL3
2023-01-31,506698,LVL1
2023-01-31,506706,LVL3
2023-01-31,506792,LVL1
2023-01-31,506854,LVL3
2023-01-31,506986,LVL1
2023-01-31,507015,LVL3
2023-01-31,507072,LVL3
2023-01-31,507450,LVL3
2023-01-31,507580,LVL1
2023-01-31,507592,LVL3
2023-01-31,507759,LVL1
2023-01-31,507794,LVL3
2023-01-31,507796,LVL3
2023-01-31,507804,LVL1
2023-01-31,507957,LVL1
2023-01-31,507958,LVL3
2023-01-31,508001,LVL1
2023-01-31,508008,LVL3
2023-01-31,508109,LVL1
2023-01-31,508188,LVL3
2023-01-31,508278,LVL3
2023-01-31,508409,LVL1
2023-01-31,508458,LVL3
2023-01-31,508522,LVL3
2023-01-31,508540,LVL1
2023-01-31,508657,LVL1
2023-01-31,508676,LVL3
2023-01-31,508764,LVL1
2023-01-31,508899,LVL1
2023-01-31,508977,LVL1
2023-01-31,509225,LVL1
2023-01-31,509329,LVL3
2023-01-31,509366,LVL1
2023-01-31,509402,LVL1
2023-01-31,509512,LVL1
2023-01-31,509586,LVL1
2023-01-31,509800,LVL1
2023-01-31,509898,LVL1
2023-01-31,509946,LVL3
2023-01-31,509975,LVL1
2023-01-31,510047,LVL3
2023-01-31,510227,LVL1
2023-01-31,510380,LVL1
2023-01-31,510423,LVL1
2023-01-31,510436,LVL1
2023-01-31,510615,LVL3
2023-01-31,510643,LVL1
2023-01-31,510792,LVL1
2023-01-31,511049,LVL1
2023-01-31,511089,LVL1
2023-01-31,511197,LVL1
2023-01-31,511249,LVL1
2023-01-31,511310,LVL2
2023-01-31,511323,LVL1
2023-01-31,511538,LVL1
2023-01-31,511564,LVL1
2023-01-31,511571,LVL1
2023-01-31,511578,LVL3
2023-01-31,511580,LVL3
2023-01-31,511645,LVL1
2023-01-31,511703,LVL1
2023-01-31,511764,LVL1
2023-01-31,511769,LVL1
2023-01-31,511811,LVL1
2023-02-28,500184,LVL3
2023-02-28,500215,LVL1
2023-02-28,500258,LVL1
2023-02-28,500384,LVL1
2023-02-28,501539,LVL1
2023-02-28,502109,LVL1
2023-02-28,502212,LVL1
2023-02-28,502286,LVL1
2023-02-28,502362,LVL3
2023-02-28,502655,LVL1
2023-02-28,502746,LVL1
2023-02-28,502893,LVL1
2023-02-28,502911,LVL1
2023-02-28,503214,LVL3
2023-02-28,503218,LVL1
2023-02-28,503507,LVL1
2023-02-28,503628,LVL1
2023-02-28,503697,LVL1
2023-02-28,503699,LVL3
2023-02-28,503826,LVL3
2023-02-28,504138,LVL1
2023-02-28,504196,LVL1
2023-02-28,504267,LVL1
2023-02-28,504269,LVL1
2023-02-28,504333,LVL1
2023-02-28,504354,LVL1
2023-02-28,504620,LVL1
2023-02-28,504659,LVL2
2023-02-28,504678,LVL3
2023-02-28,504920,LVL3
2023-02-28,505049,LVL1
2023-02-28,505089,LVL1
2023-02-28,505114,LVL1
2023-02-28,505156,LVL3
2023-02-28,505310,LVL1
2023-02-28,505605,LVL3
2023-02-28,505655,LVL1
2023-02-28,505680,LVL1
2023-02-28,505841,LVL3
2023-02-28,505882,LVL1
2023-02-28,505991,LVL3
2023-02-28,506152,LVL1
2023-02-28,506302,LVL1
2023-02-28,506314,LVL1
2023-02-28,506454,LVL1
2023-02-28,506489,LVL1
2023-02-28,506491,LVL1
2023-02-28,506496,LVL3
2023-02-28,506578,LVL1
2023-02-28,506617,LVL3
2023-02-28,506648,LVL3
2023-02-28,506742,LVL1
2023-02-28,506747,LVL1
2023-02-28,506786,LVL1
2023-02-28,506876,LVL3
2023-02-28,506960,LVL1
2023-02-28,507140,LVL1
2023-02-28,507417,LVL3
2023-02-28,507457,LVL1
2023-02-28,507467,LVL3
2023-02-28,507490,LVL3
2023-02-28,507492,LVL1
2023-02-28,507510,LVL3
2023-02-28,507654,LVL3
2023-02-28,507769,LVL1
2023-02-28,507919,LVL3
2023-02-28,507955,LVL3
2023-02-28,507970,LVL1
2023-02-28,508089,LVL1
2023-02-28,508143,LVL1
2023-02-28,508225,LVL3
2023-02-28,508280,LVL1
2023-02-28,508336,LVL3
2023-02-28,508353,LVL3
2023-02-28,508406,LVL3
2023-02-28,508433,LVL1
2023-02-28,508541,LVL1
2023-02-28,508542,LVL1
2023-02-28,508549,LVL2
2023-02-28,508628,LVL3
2023-02-28,508666,LVL1
2023-02-28,508685,LVL3
2023-02-28,508709,LVL2
2023-02-28,508896,LVL1
2023-02-28,508934,LVL3
2023-02-28,509064,LVL1
2023-02-28,509110,LVL1
2023-02-28,509119,LVL2
2023-02-28,509149,LVL1
2023-02-28,509176,LVL3
2023-02-28,509242,LVL1
2023-02-28,509265,LVL3
2023-02-28,509290,LVL3
2023-02-28,509401,LVL3
2023-02-28,509413,LVL1
2023-02-28,509698,LVL3
2023-02-28,509705,LVL2
2023-02-28,509716,LVL1
2023-02-28,509828,LVL2
2023-02-28,509876,LVL1
2023-02-28,509895,LVL3
2023-02-28,509899,LVL1
2023-02-28,509908,LVL1
2023-02-28,509980,LVL1
2023-02-28,510016,LVL1
2023-02-28,510029,LVL3
2023-02-28,510106,LVL1
2023-02-28,510109,LVL1
2023-02-28,510224,LVL1
2023-02-28,510341,LVL1
2023-02-28,510414,LVL3
2023-02-28,510482,LVL1
2023-02-28,510512,LVL1
2023-02-28,510561,LVL3
2023-02-28,510624,LVL1
2023-02-28,510651,LVL1
2023-02-28,510659,LVL1
2023-02-28,510723,LVL3
2023-02-28,510728,LVL2
2023-02-28,510760,LVL1
2023-02-28,510796,LVL1
2023-02-28,510833,LVL3
2023-02-28,510852,LVL1
2023-02-28,510943,LVL1
2023-02-28,510947,LVL1
2023-02-28,511117,LVL3
2023-02-28,511184,LVL1
2023-02-28,511331,LVL1
2023-02-28,511386,LVL1
2023-02-28,511518,LVL3
2023-02-28,511694,LVL1
2023-02-28,511752,LVL1
2023-02-28,511759,LVL3
2023-02-28,511985,LVL1
2023-02-28,512055,LVL1
2023-02-28,512093,LVL1
2023-02-28,512100,LVL1
2023-02-28,512131,LVL1
2023-02-28,512179,LVL3
2023-03-31,500219,LVL1
2023-03-31,500246,LVL3
2023-03-31,500419,LVL1
2023-03-31,500426,LVL3
2023-03-31,500500,LVL3
2023-03-31,500613,LVL1
2023-03-31,500854,LVL1
2023-03-31,500897,LVL3
2023-03-31,500944,LVL1
2023-03-31,501014,LVL1
2023-03-31,501408,LVL1
2023-03-31,501645,LVL3
2023-03-31,501734,LVL1
2023-03-31,501780,LVL1
2023-03-31,501871,LVL1
2023-03-31,502153,LVL1
2023-03-31,502176,LVL1
2023-03-31,502208,LVL3
2023-03-31,502444,LVL1
2023-03-31,502504,LVL3
2023-03-31,502539,LVL3
2023-03-31,502677,LVL3
2023-03-31,502769,LVL1
2023-03-31,502906,LVL1
2023-03-31,502926,LVL1
2023-03-31,503028,LVL1
2023-03-31,503082,LVL3
2023-03-31,503220,LVL1
2023-03-31,503275,LVL3
2023-03-31,503366,LVL1
2023-03-31,503503,LVL3
2023-03-31,503533,LVL1
2023-03-31,503555,LVL1
2023-03-31,503601,LVL3
2023-03-31,503883,LVL3
2023-03-31,504018,LVL1
2023-03-31,504173,LVL1
2023-03-31,504520,LVL1
2023-03-31,504576,LVL1
2023-03-31,504582,LVL1
2023-03-31,504594,LVL1
2023-03-31,504661,LVL1
2023-03-31,504670,LVL3
2023-03-31,504692,LVL1
2023-03-31,504714,LVL1
2023-03-31,504726,LVL3
2023-03-31,504756,LVL3
2023-03-31,504887,LVL1
2023-03-31,504919,LVL3
2023-03-31,505000,LVL1
2023-03-31,505264,LVL3
2023-03-31,505295,LVL1
2023-03-31,505660,LVL2
2023-03-31,505775,LVL3
2023-03-31,505873,LVL3
2023-03-31,505874,LVL1
2023-03-31,505902,LVL1
2023-03-31,505953,LVL3
2023-03-31,506026,LVL1
2023-03-31,506165,LVL1
2023-03-31,506279,LVL1
2023-03-31,506326,LVL3
2023-03-31,506457,LVL3
2023-03-31,506647,LVL3
2023-03-31,506761,LVL3
2023-03-31,506880,LVL1
2023-03-31,506929,LVL3
2023-03-31,506930,LVL2
2023-03-31,506975,LVL3
2023-03-31,507050,LVL1
2023-03-31,507114,LVL1
2023-03-31,507175,LVL1
2023-03-31,507238,LVL1
2023-03-31,507272,LVL1
2023-03-31,507410,LVL1
2023-03-31,507580,LVL3
2023-03-31,507836,LVL1
2023-03-31,507886,LVL2
2023-03-31,507891,LVL1
2023-03-31,508010,LVL1
2023-03-31,508018,LVL1
2023-03-31,508189,LVL1
2023-03-31,508350,LVL3
2023-03-31,508431,LVL1
2023-03-31,508531,LVL1
2023-03-31,508585,LVL1
2023-03-31,508635,LVL1
2023-03-31,508848,LVL1
2023-03-31,508881,LVL1
2023-03-31,508895,LVL1
2023-03-31,508981,LVL1
2023-03-31,508985,LVL1
2023-03-31,509108,LVL3
2023-03-31,509261,LVL1
2023-03-31,509518,LVL1
2023-03-31,509655,LVL3
2023-03-31,509675,LVL3
2023-03-31,509705,LVL3
2023-03-31,509750,LVL3
2023-03-31,509794,LVL1
2023-03-31,509911,LVL1
2023-03-31,509948,LVL1
2023-03-31,510037,LVL3
2023-03-31,510052,LVL3
2023-03-31,510053,LVL1
2023-03-31,510064,LVL1
2023-03-31,510089,LVL1
2023-03-31,510115,LVL3
2023-03-31,510132,LVL2
2023-03-31,510152,LVL1
2023-03-31,510246,LVL1
2023-03-31,510253,LVL1
2023-03-31,510284,LVL1
2023-03-31,510286,LVL1
2023-03-31,510479,LVL1
2023-03-31,510490,LVL1
2023-03-31,510604,LVL3
2023-03-31,510750,LVL1
2023-03-31,510779,LVL2
2023-03-31,510929,LVL2
2023-03-31,510946,LVL1
2023-03-31,511018,LVL1
2023-03-31,511041,LVL1
2023-03-31,511215,LVL1
2023-03-31,511444,LVL1
2023-03-31,511662,LVL1
2023-03-31,511666,LVL1
2023-03-31,511674,LVL1
2023-03-31,511720,LVL1
2023-03-31,511761,LVL1
2023-03-31,511762,LVL1
2023-03-31,511807,LVL1
2023-03-31,511837,LVL3
2023-03-31,511856,LVL1
2023-03-31,511889,LVL1
2023-03-31,512293,LVL2
2023-03-31,512356,LVL3
2023-03-31,512415,LVL1
2023-03-31,512588,LVL1
2023-04-30,500431,LVL1
2023-04-30,501019,LVL1
2023-04-30,501075,LVL3
2023-04-30,501200,LVL1
2023-04-30,501256,LVL1
2023-04-30,501506,LVL1
2023-04-30,501699,LVL3
2023-04-30,501736,LVL1
2023-04-30,501771,LVL1
2023-04-30,501904,LVL2
2023-04-30,502096,LVL1
2023-04-30,502391,LVL1
2023-04-30,502822,LVL1
2023-04-30,502838,LVL3
2023-04-30,503001,LVL1
2023-04-30,503122,LVL3
2023-04-30,503299,LVL1
2023-04-30,503500,LVL3
2023-04-30,503772,LVL3
2023-04-30,504044,LVL3
2023-04-30,504176,LVL1
2023-04-30,504344,LVL3
2023-04-30,504521,LVL3
2023-04-30,504598,LVL1
2023-04-30,504692,LVL1
2023-04-30,504741,LVL3
2023-04-30,504759,LVL3
2023-04-30,504871,LVL3
2023-04-30,505111,LVL1
2023-04-30,505194,LVL1
2023-04-30,505382,LVL1
2023-04-30,505398,LVL3
2023-04-30,505566,LVL1
2023-04-30,505710,LVL1
2023-04-30,505716,LVL3
2023-04-30,505746,LVL1
2023-04-30,505774,LVL3
2023-04-30,505915,LVL3
2023-04-30,506040,LVL3
2023-04-30,506068,LVL3
2023-04-30,506088,LVL1
2023-04-30,506257,LVL3
2023-04-30,506378,LVL1
2023-04-30,506402,LVL1
2023-04-30,506523,LVL1
2023-04-30,506536,LVL3
2023-04-30,506718,LVL1
2023-04-30,506797,LVL1
2023-04-30,506835,LVL1
2023-04-30,506883,LVL1
2023-04-30,507041,LVL1
2023-04-30,507235,LVL1
2023-04-30,507252,LVL2
2023-04-30,507288,LVL3
2023-04-30,507332,LVL2
2023-04-30,507355,LVL1
2023-04-30,507482,LVL1
2023-04-30,507532,LVL3
2023-04-30,507630,LVL1
2023-04-30,507923,LVL1
2023-04-30,508052,LVL3
2023-04-30,508228,LVL3
2023-04-30,508247,LVL1
2023-04-30,508262,LVL1
2023-04-30,508449,LVL1
2023-04-30,508666,LVL2
2023-04-30,508801,LVL1
2023-04-30,508885,LVL1
2023-04-30,508922,LVL1
2023-04-30,508930,LVL1
2023-04-30,508956,LVL1
2023-04-30,508974,LVL1
2023-04-30,508978,LVL1
2023-04-30,509073,LVL3
2023-04-30,509098,LVL1
2023-04-30,509152,LVL3
2023-04-30,509197,LVL3
2023-04-30,509211,LVL1
2023-04-30,509266,LVL1
2023-04-30,509343,LVL1
2023-04-30,509357,LVL1
2023-04-30,509441,LVL1
2023-04-30,509649,LVL1
2023-04-30,509666,LVL1
2023-04-30,509791,LVL1
2023-04-30,509865,LVL1
2023-04-30,509945,LVL1
2023-04-30,509978,LVL1
2023-04-30,510009,LVL1
2023-04-30,510102,LVL2
2023-04-30,510180,LVL1
2023-04-30,510337,LVL3
2023-04-30,510350,LVL1
2023-04-30,510432,LVL1
2023-04-30,510454,LVL1
2023-04-30,510672,LVL3
2023-04-30,510712,LVL1
2023-04-30,510801,LVL3
2023-04-30,510956,LVL1
2023-04-30,510983,LVL1
2023-04-30,510986,LVL1
2023-04-30,511016,LVL1
2023-04-30,511056,LVL1
2023-04-30,511172,LVL1
2023-04-30,511192,LVL1
2023-04-30,511241,LVL3
2023-04-30,511305,LVL1
2023-04-30,511496,LVL1
2023-04-30,511506,LVL3
2023-04-30,511706,LVL1
2023-04-30,511716,LVL3
2023-04-30,511724,LVL1
2023-04-30,511727,LVL3
2023-04-30,511750,LVL1
2023-04-30,511795,LVL1
2023-04-30,512046,LVL2
2023-04-30,512059,LVL3
2023-04-30,512100,LVL1
2023-04-30,512253,LVL1
2023-04-30,512303,LVL1
2023-04-30,512306,LVL1
2023-04-30,512404,LVL1
2023-04-30,512417,LVL1
2023-04-30,512434,LVL1
2023-04-30,512497,LVL1
2023-04-30,512518,LVL3
2023-04-30,512693,LVL3
2023-04-30,512746,LVL1
2023-04-30,512802,LVL1
2023-04-30,512803,LVL1
2023-04-30,512817,LVL1
2023-04-30,512842,LVL1
2023-04-30,512892,LVL1
2023-04-30,512993,LVL1
2023-05-31,500009,LVL1
2023-05-31,500100,LVL2
2023-05-31,500419,LVL3
2023-05-31,500542,LVL1
2023-05-31,500628,LVL1
2023-05-31,500838,LVL1
2023-05-31,500842,LVL3
2023-05-31,500895,LVL3
2023-05-31,501184,LVL1
2023-05-31,501373,LVL3
2023-05-31,501409,LVL1
2023-05-31,501573,LVL3
2023-05-31,502210,LVL3
2023-05-31,502360,LVL1
2023-05-31,502746,LVL1
2023-05-31,502791,LVL1
2023-05-31,502852,LVL1
2023-05-31,502853,LVL3
2023-05-31,502909,LVL3
2023-05-31,503189,LVL2
2023-05-31,503341,LVL1
2023-05-31,503671,LVL3
2023-05-31,503771,LVL1
2023-05-31,503816,LVL3
2023-05-31,504095,LVL1
2023-05-31,504360,LVL3
2023-05-31,504791,LVL1
2023-05-31,504893,LVL3
2023-05-31,504986,LVL1
2023-05-31,505073,LVL3
2023-05-31,505232,LVL3
2023-05-31,505289,LVL2
2023-05-31,505387,LVL1
2023-05-31,505459,LVL1
2023-05-31,505477,LVL1
2023-05-31,505496,LVL1
2023-05-31,505659,LVL1
2023-05-31,505861,LVL3
2023-05-31,505912,LVL1
2023-05-31,506057,LVL1
2023-05-31,506088,LVL1
2023-05-31,506128,LVL1
2023-05-31,506307,LVL3
2023-05-31,506330,LVL1
2023-05-31,506334,LVL3
2023-05-31,506479,LVL1
2023-05-31,506491,LVL3
2023-05-31,506507,LVL3
2023-05-31,506597,LVL3
2023-05-31,506632,LVL1
2023-05-31,506636,LVL3
2023-05-31,506657,LVL3
2023-05-31,506676,LVL3
2023-05-31,506678,LVL3
2023-05-31,506754,LVL1
2023-05-31,506885,LVL3
2023-05-31,506888,LVL1
2023-05-31,506909,LVL1
2023-05-31,507140,LVL1
2023-05-31,507170,LVL1
2023-05-31,507200,LVL3
2023-05-31,507460,LVL3
2023-05-31,507498,LVL1
2023-05-31,507680,LVL1
2023-05-31,507833,LVL1
2023-05-31,507856,LVL3
2023-05-31,507882,LVL1
2023-05-31,507932,LVL3
2023-05-31,507935,LVL1
2023-05-31,508001,LVL1
2023-05-31,508078,LVL3
2023-05-31,508082,LVL1
2023-05-31,508169,LVL1
2023-05-31,508376,LVL3
2023-05-31,508395,LVL1
2023-05-31,508470,LVL3
2023-05-31,508611,LVL1
2023-05-31,508663,LVL1
2023-05-31,508781,LVL1
2023-05-31,508874,LVL1
2023-05-31,508967,LVL2
2023-05-31,509442,LVL1
2023-05-31,509450,LVL1
2023-05-31,509498,LVL1
2023-05-31,509590,LVL1
2023-05-31,509646,LVL1
2023-05-31,509688,LVL1
2023-05-31,509796,LVL3
2023-05-31,509835,LVL1
2023-05-31,510006,LVL1
2023-05-31,510009,LVL3
2023-05-31,510101,LVL3
2023-05-31,510291,LVL1
2023-05-31,510351,LVL3
2023-05-31,510394,LVL1
2023-05-31,510419,LVL1
2023-05-31,510476,LVL1
2023-05-31,510480,LVL1
2023-05-31,510695,LVL1
2023-05-31,510714,LVL3
2023-05-31,510868,LVL3
2023-05-31,510969,LVL1
2023-05-31,511210,LVL1
2023-05-31,511220,LVL1
2023-05-31,511270,LVL1
2023-05-31,511294,LVL2
2023-05-31,511407,LVL1
2023-05-31,511520,LVL3
2023-05-31,511526,LVL1
2023-05-31,511600,LVL1
2023-05-31,511694,LVL3
2023-05-31,511730,LVL1
2023-05-31,511753,LVL3
2023-05-31,511778,LVL1
2023-05-31,511780,LVL1
2023-05-31,511882,LVL2
2023-05-31,511901,LVL1
2023-05-31,512081,LVL1
2023-05-31,512114,LVL1
2023-05-31,512160,LVL1
2023-05-31,512231,LVL1
2023-05-31,512295,LVL1
2023-05-31,512443,LVL3
2023-05-31,512523,LVL2
2023-05-31,512615,LVL1
2023-05-31,512916,LVL1
2023-05-31,512943,LVL1
2023-05-31,512963,LVL1
2023-05-31,513036,LVL1
2023-05-31,513042,LVL1
2023-05-31,513280,LVL1
2023-06-30,500434,LVL1
2023-06-30,500985,LVL1
2023-06-30,501084,LVL1
2023-06-30,501588,LVL1
2023-06-30,501619,LVL1
2023-06-30,501896,LVL3
2023-06-30,502193,LVL3
2023-06-30,502655,LVL1
2023-06-30,503056,LVL3
2023-06-30,503120,LVL2
2023-06-30,503326,LVL3
2023-06-30,503385,LVL3
2023-06-30,503523,LVL3
2023-06-30,503790,LVL1
2023-06-30,503846,LVL3
2023-06-30,503917,LVL3
2023-06-30,503931,LVL3
2023-06-30,504049,LVL1
2023-06-30,504333,LVL2
2023-06-30,504399,LVL1
2023-06-30,504554,LVL3
2023-06-30,504641,LVL1
2023-06-30,504774,LVL1
2023-06-30,504836,LVL3
2023-06-30,505431,LVL1
2023-06-30,505573,LVL1
2023-06-30,505578,LVL1
2023-06-30,505631,LVL1
2023-06-30,506175,LVL3
2023-06-30,506468,LVL3
2023-06-30,506715,LVL1
2023-06-30,506730,LVL1
2023-06-30,506786,LVL1
2023-06-30,506926,LVL1
2023-06-30,506971,LVL1
2023-06-30,507010,LVL3
2023-06-30,507130,LVL3
2023-06-30,507384,LVL1
2023-06-30,507392,LVL1
2023-06-30,507489,LVL1
2023-06-30,507545,LVL3
2023-06-30,507561,LVL3
2023-06-30,507692,LVL1
2023-06-30,507903,LVL1
2023-06-30,508102,LVL1
2023-06-30,508273,LVL1
2023-06-30,508287,LVL3
2023-06-30,508491,LVL3
2023-06-30,508526,LVL3
2023-06-30,508671,LVL3
2023-06-30,508717,LVL3
2023-06-30,508780,LVL1
2023-06-30,508847,LVL1
2023-06-30,508856,LVL2
2023-06-30,509109,LVL3
2023-06-30,509181,LVL1
2023-06-30,509237,LVL3
2023-06-30,509272,LVL1
2023-06-30,509283,LVL1
2023-06-30,509345,LVL3
2023-06-30,509352,LVL1
2023-06-30,509370,LVL3
2023-06-30,509394,LVL1
2023-06-30,509639,LVL3
2023-06-30,509680,LVL1
2023-06-30,509909,LVL1
2023-06-30,510135,LVL1
2023-06-30,510224,LVL1
2023-06-30,510352,LVL1
2023-06-30,510487,LVL1
2023-06-30,510538,LVL1
2023-06-30,510547,LVL2
2023-06-30,510618,LVL1
2023-06-30,510670,LVL1
2023-06-30,510705,LVL2
2023-06-30,510773,LVL1
2023-06-30,510812,LVL1
2023-06-30,510959,LVL1
2023-06-30,510960,LVL1
2023-06-30,511036,LVL1
2023-06-30,511037,LVL1
2023-06-30,511115,LVL1
2023-06-30,511123,LVL1
2023-06-30,511136,LVL1
2023-06-30,511140,LVL1
2023-06-30,511148,LVL3
2023-06-30,511213,LVL1
2023-06-30,511220,LVL1
2023-06-30,511359,LVL1
2023-06-30,511461,LVL1
2023-06-30,511478,LVL3
2023-06-30,511632,LVL1
2023-06-30,511792,LVL1
2023-06-30,511797,LVL3
2023-06-30,511868,LVL1
2023-06-30,511944,LVL1
2023-06-30,512066,LVL1
2023-06-30,512115,LVL1
2023-06-30,512125,LVL1
2023-06-30,512159,LVL1
2023-06-30,512210,LVL1
2023-06-30,512323,LVL1
2023-06-30,512460,LVL1
2023-06-30,512669,LVL1
2023-06-30,512727,LVL1
2023-06-30,512823,LVL1
2023-06-30,512824,LVL3
2023-06-30,512868,LVL3
2023-06-30,512936,LVL3
2023-06-30,513163,LVL1
2023-06-30,513208,LVL3
2023-06-30,513245,LVL3
2023-06-30,513290,LVL1
2023-06-30,513306,LVL1
2023-06-30,513369,LVL1
2023-06-30,513422,LVL2
2023-06-30,513423,LVL1
2023-06-30,513441,LVL1
2023-06-30,513503,LVL3
2023-06-30,513518,LVL1
2023-06-30,513564,LVL1
2023-06-30,513674,LVL1
2023-07-31,500047,LVL3
2023-07-31,500664,LVL1
2023-07-31,500782,LVL3
2023-07-31,501167,LVL1
2023-07-31,501206,LVL1
2023-07-31,501607,LVL1
2023-07-31,501767,LVL3
2023-07-31,502177,LVL1
2023-07-31,502358,LVL1
2023-07-31,502523,LVL1
2023-07-31,502660,LVL1
2023-07-31,503113,LVL1
2023-07-31,503383,LVL1
2023-07-31,503598,LVL1
2023-07-31,504026,LVL3
2023-07-31,504158,LVL1
2023-07-31,504357,LVL1
2023-07-31,504528,LVL3
2023-07-31,504719,LVL3
2023-07-31,504947,LVL1
2023-07-31,505105,LVL1
2023-07-31,505235,LVL1
2023-07-31,505580,LVL3
2023-07-31,505589,LVL1
2023-07-31,505640,LVL1
2023-07-31,505904,LVL3
2023-07-31,506042,LVL2
2023-07-31,506057,LVL2
2023-07-31,506103,LVL1
2023-07-31,506215,LVL1
2023-07-31,506388,LVL1
2023-07-31,506590,LVL3
2023-07-31,506656,LVL1
2023-07-31,506770,LVL1
2023-07-31,506779,LVL3
2023-07-31,506872,LVL3
2023-07-31,507151,LVL1
2023-07-31,507282,LVL1
2023-07-31,507333,LVL3
