CLIENT_NO,HIST_DATE,TRANSFER_IN,TRANSFER_OUT
908681,2024-07-31,1785.62,6993.74
908691,2024-07-31,1975.84,6278.63
908700,2024-07-31,1295.86,5810.18
908718,2024-07-31,454.11,2075.98
908732,2024-07-31,519.31,378.66
908746,2024-07-31,2067.36,562.71
908785,2024-07-31,692.15,1842.66
908826,2024-07-31,2826.63,3114.66
908834,2024-07-31,1137.08,4109.82
908860,2024-07-31,1988.5,4149.89
908862,2024-07-31,549.25,1477.64
908879,2024-07-31,5081.3,2367.69
908892,2024-07-31,1715.0,3246.0
908934,2024-07-31,2548.96,1314.13
908939,2024-07-31,2947.97,2845.14
908983,2024-07-31,2984.71,1645.88
900020,2024-08-31,3339.64,5050.47
900024,2024-08-31,3340.35,3168.76
900030,2024-08-31,886.33,5610.74
900042,2024-08-31,554.16,496.26
900052,2024-08-31,1032.66,2142.08
900076,2024-08-31,338.89,1443.14
900085,2024-08-31,1273.38,2793.43
900091,2024-08-31,869.79,4826.61
900103,2024-08-31,2110.99,1030.57
900136,2024-08-31,1742.56,5305.2
900137,2024-08-31,1102.02,6276.07
900145,2024-08-31,889.08,2717.34
900232,2024-08-31,3242.65,3657.61
900263,2024-08-31,2121.43,954.05
900280,2024-08-31,509.05,1688.8
900331,2024-08-31,4275.03,1550.27
900358,2024-08-31,1060.29,2752.94
900414,2024-08-31,162.08,790.23
900416,2024-08-31,1802.95,4106.32
900417,2024-08-31,2224.58,4767.93
900419,2024-08-31,5061.35,2315.88
900433,2024-08-31,2198.98,1837.51
900446,2024-08-31,1099.92,2425.31
900448,2024-08-31,581.43,536.73
900477,2024-08-31,3049.43,1545.1
900522,2024-08-31,289.43,168.72
900542,2024-08-31,1802.94,1519.2
900551,2024-08-31,678.83,2446.19
900582,2024-08-31,912.71,2769.4
900599,2024-08-31,1594.17,4371.72
900616,2024-08-31,1647.26,2047.87
900625,2024-08-31,824.28,5281.94
900640,2024-08-31,68.66,423.91
900661,2024-08-31,384.35,620.86
900668,2024-08-31,3058.51,1706.02
900680,2024-08-31,1911.43,2420.89
900701,2024-08-31,6614.44,2697.55
900742,2024-08-31,2907.41,2429.34
900750,2024-08-31,4117.19,4070.89
900754,2024-08-31,871.56,2330.83
900774,2024-08-31,235.28,1452.25
900786,2024-08-31,1131.88,3449.23
900804,2024-08-31,1529.54,2326.14
900808,2024-08-31,354.5,141.17
900828,2024-08-31,390.02,1183.45
900898,2024-08-31,2855.24,8054.63
900901,2024-08-31,4290.72,2400.73
900919,2024-08-31,1963.12,1240.87
900932,2024-08-31,421.97,2968.56
900953,2024-08-31,2956.35,1634.43
900958,2024-08-31,3300.41,7409.11
900966,2024-08-31,1209.4,5874.08
900991,2024-08-31,257.75,1836.52
900993,2024-08-31,894.96,3515.24
901000,2024-08-31,1054.14,1243.96
901002,2024-08-31,548.04,3365.7
901006,2024-08-31,284.27,771.18
901022,2024-08-31,860.83,994.75
901023,2024-08-31,664.76,2725.76
901030,2024-08-31,666.24,1947.81
901042,2024-08-31,1623.98,8552.27
901070,2024-08-31,752.16,1718.15
901084,2024-08-31,1185.0,5633.64
901092,2024-08-31,2827.48,2929.82
901179,2024-08-31,4637.25,1598.19
901193,2024-08-31,2942.65,824.93
901194,2024-08-31,1560.81,1618.76
901244,2024-08-31,1492.66,4368.17
901245,2024-08-31,255.08,266.55
901251,2024-08-31,3134.56,3176.39
901269,2024-08-31,2953.23,1453.17
901293,2024-08-31,915.21,2313.75
901304,2024-08-31,1356.25,469.62
901342,2024-08-31,1204.94,6530.28
901353,2024-08-31,1179.28,528.76
901372,2024-08-31,355.69,365.07
901378,2024-08-31,2064.93,6500.44
901429,2024-08-31,2422.58,1340.43
901431,2024-08-31,2903.94,6558.23
901434,2024-08-31,1022.18,543.59
901445,2024-08-31,1452.97,2801.47
901471,2024-08-31,4015.16,3503.69
901478,2024-08-31,4784.29,3107.84
901490,2024-08-31,1322.04,3579.75
901509,2024-08-31,3024.22,5495.53
901537,2024-08-31,79.12,487.79
901538,2024-08-31,573.74,1839.89
901567,2024-08-31,1727.42,5342.43
901589,2024-08-31,2505.8,4159.29
901607,2024-08-31,1590.35,1557.99
901614,2024-08-31,2005.56,1511.8
901621,2024-08-31,1424.24,1257.27
901623,2024-08-31,715.06,453.94
901630,2024-08-31,661.55,812.47
901632,2024-08-31,614.01,223.74
901645,2024-08-31,2663.4,4964.11
901647,2024-08-31,3227.97,2734.97
901691,2024-08-31,1136.3,4144.98
901732,2024-08-31,493.62,2397.29
901744,2024-08-31,950.99,696.98
901759,2024-08-31,1736.23,5200.99
901785,2024-08-31,1704.97,1676.3
901807,2024-08-31,1017.13,1409.56
901808,2024-08-31,5192.79,2798.83
901837,2024-08-31,549.87,199.81
901877,2024-08-31,4773.47,1551.02
901903,2024-08-31,2180.15,1043.38
901959,2024-08-31,227.27,695.92
901960,2024-08-31,900.21,5145.72
901966,2024-08-31,642.55,1412.63
901972,2024-08-31,132.27,614.45
901977,2024-08-31,602.15,2739.81
901984,2024-08-31,3815.75,3689.33
902000,2024-08-31,3212.13,3985.52
902029,2024-08-31,1894.05,5102.92
902106,2024-08-31,4548.81,2741.66
902113,2024-08-31,1437.55,1426.04
902114,2024-08-31,4120.61,3845.66
902141,2024-08-31,4310.63,2657.39
902193,2024-08-31,2124.74,673.48
902218,2024-08-31,2634.38,8135.17
902246,2024-08-31,721.68,2789.51
902265,2024-08-31,567.95,1804.62
902284,2024-08-31,1421.16,1377.45
902289,2024-08-31,2865.17,3356.28
902290,2024-08-31,1961.31,4550.97
902362,2024-08-31,832.31,5325.16
902389,2024-08-31,305.56,864.32
902402,2024-08-31,1624.65,567.87
902425,2024-08-31,720.3,3600.83
902437,2024-08-31,3111.5,8519.86
902461,2024-08-31,1529.66,3937.55
902465,2024-08-31,2016.4,6904.05
902482,2024-08-31,2272.65,1340.2
902488,2024-08-31,2574.85,3101.3
902490,2024-08-31,1492.26,4556.11
902493,2024-08-31,1037.7,2636.44
902520,2024-08-31,2413.29,651.42
902526,2024-08-31,4078.93,3835.93
902555,2024-08-31,1570.1,1888.98
902560,2024-08-31,1562.6,4183.68
902629,2024-08-31,1430.53,6761.07
902644,2024-08-31,3769.17,3063.92
902649,2024-08-31,289.08,1627.88
902664,2024-08-31,212.73,606.86
902673,2024-08-31,1921.93,1627.54
902697,2024-08-31,1063.92,2507.7
902712,2024-08-31,2960.53,8177.01
902775,2024-08-31,3785.71,4740.25
902776,2024-08-31,2158.41,1549.87
902805,2024-08-31,774.56,3387.46
902808,2024-08-31,2187.27,2438.46
902825,2024-08-31,143.69,753.76
902832,2024-08-31,1110.4,5096.55
902858,2024-08-31,1372.39,621.69
902886,2024-08-31,1305.53,1098.55
902913,2024-08-31,1000.23,3267.73
902956,2024-08-31,658.68,2226.33
902966,2024-08-31,4067.94,4440.52
902969,2024-08-31,2859.07,8138.6
902981,2024-08-31,1815.95,4282.21
902986,2024-08-31,3117.13,8969.2
903018,2024-08-31,1905.17,5284.03
903053,2024-08-31,4249.6,3233.77
903084,2024-08-31,3946.75,2725.69
903122,2024-08-31,662.34,2012.22
903154,2024-08-31,3143.64,2810.33
903229,2024-08-31,888.94,531.7
903232,2024-08-31,266.01,216.56
903240,2024-08-31,1441.34,4567.08
903266,2024-08-31,2605.36,7555.34
903275,2024-08-31,583.71,384.63
903368,2024-08-31,1838.23,4563.81
903461,2024-08-31,310.26,1681.39
903514,2024-08-31,4841.7,3026.48
903566,2024-08-31,509.29,2947.17
903580,2024-08-31,1389.9,5661.74
903590,2024-08-31,1409.08,4117.48
903598,2024-08-31,2620.94,7628.02
903653,2024-08-31,527.26,1730.94
903709,2024-08-31,5400.47,2130.7
903720,2024-08-31,2374.93,2346.09
903723,2024-08-31,2975.66,2600.52
903771,2024-08-31,650.22,823.56
903794,2024-08-31,1565.28,3865.92
903796,2024-08-31,313.27,1193.02
903810,2024-08-31,1597.26,7515.91
903811,2024-08-31,1573.33,3426.62
903815,2024-08-31,1760.98,2607.22
903843,2024-08-31,3436.37,3175.7
903847,2024-08-31,632.89,689.44
903868,2024-08-31,374.64,327.76
903889,2024-08-31,2630.88,2468.06
903906,2024-08-31,2396.24,6338.88
903912,2024-08-31,1756.15,5595.17
903953,2024-08-31,355.22,272.29
904007,2024-08-31,2964.05,5945.72
904015,2024-08-31,1518.53,5293.63
904022,2024-08-31,5600.88,2338.11
904084,2024-08-31,424.41,139.45
904140,2024-08-31,302.06,298.91
904176,2024-08-31,1122.69,4356.54
904189,2024-08-31,4078.16,4345.52
904193,2024-08-31,4536.54,4279.32
904217,2024-08-31,544.48,262.05
904236,2024-08-31,1393.69,750.45
904254,2024-08-31,608.75,2374.73
904306,2024-08-31,2727.53,2972.15
904339,2024-08-31,758.67,647.18
904343,2024-08-31,6431.37,1500.62
904349,2024-08-31,555.33,585.17
904357,2024-08-31,1021.7,3934.27
904364,2024-08-31,3392.72,1168.28
904366,2024-08-31,1246.77,979.09
904394,2024-08-31,710.5,1994.57
904397,2024-08-31,359.1,664.65
904440,2024-08-31,2371.55,5015.66
904445,2024-08-31,2118.43,4005.75
904446,2024-08-31,554.21,255.32
904450,2024-08-31,1283.54,4049.9
904452,2024-08-31,2622.9,5478.77
904453,2024-08-31,2614.16,3119.77
904460,2024-08-31,2264.99,1829.3
904478,2024-08-31,1159.31,1427.38
904480,2024-08-31,1691.2,3670.23
904647,2024-08-31,983.91,1570.44
904652,2024-08-31,1571.52,2367.37
904655,2024-08-31,4593.58,3254.31
904680,2024-08-31,1613.68,4357.38
904682,2024-08-31,582.8,3736.25
904716,2024-08-31,244.05,522.43
904718,2024-08-31,454.88,1843.1
904726,2024-08-31,2208.69,8002.92
904757,2024-08-31,2124.9,4604.26
904794,2024-08-31,1628.75,623.94
904797,2024-08-31,2170.39,5472.84
904862,2024-08-31,729.62,749.14
904876,2024-08-31,891.47,1472.38
904917,2024-08-31,1872.36,7139.17
904934,2024-08-31,676.04,729.56
904940,2024-08-31,1266.0,4771.77
904976,2024-08-31,2974.23,7958.7
905034,2024-08-31,4554.74,2983.54
905046,2024-08-31,1431.03,2535.49
905054,2024-08-31,432.9,2005.34
905118,2024-08-31,1178.81,465.38
905133,2024-08-31,2216.23,788.18
905140,2024-08-31,823.55,4001.37
905152,2024-08-31,2998.91,2979.69
905190,2024-08-31,3028.87,801.07
905197,2024-08-31,1934.11,767.91
905218,2024-08-31,3708.5,1032.24
905247,2024-08-31,1841.76,4338.89
905267,2024-08-31,4369.19,2780.37
905287,2024-08-31,2005.4,4946.13
905295,2024-08-31,823.61,4328.68
905300,2024-08-31,2759.82,3678.02
905318,2024-08-31,3856.28,3309.62
905329,2024-08-31,1276.67,3883.14
905334,2024-08-31,1974.91,1344.88
905345,2024-08-31,592.59,3807.83
905362,2024-08-31,2290.5,2549.24
905377,2024-08-31,996.64,4999.47
905382,2024-08-31,2224.48,5615.89
905397,2024-08-31,2544.2,1638.89
905410,2024-08-31,1026.73,6905.49
905435,2024-08-31,528.98,2378.05
905445,2024-08-31,1740.49,568.06
905459,2024-08-31,1789.21,5905.7
905488,2024-08-31,222.92,499.98
905533,2024-08-31,3745.37,4561.85
905544,2024-08-31,3070.49,2934.09
905570,2024-08-31,583.51,3962.6
905572,2024-08-31,2196.53,729.34
905573,2024-08-31,2100.15,8281.32
905592,2024-08-31,1048.72,6337.67
905598,2024-08-31,3061.46,3294.4
905610,2024-08-31,1352.71,3043.09
905616,2024-08-31,1283.78,7510.86
905630,2024-08-31,3743.62,2969.57
905659,2024-08-31,675.74,2312.4
905660,2024-08-31,1401.42,421.34
905662,2024-08-31,3343.28,6892.37
905663,2024-08-31,955.5,2320.55
905700,2024-08-31,3871.47,1921.87
905712,2024-08-31,3874.82,1547.53
905721,2024-08-31,367.54,1308.04
905770,2024-08-31,1504.57,1278.08
905780,2024-08-31,2796.44,6032.09
905788,2024-08-31,303.01,280.1
905796,2024-08-31,2661.75,1157.53
905838,2024-08-31,2477.26,7709.65
905850,2024-08-31,282.39,1041.05
905853,2024-08-31,3477.97,2152.34
905856,2024-08-31,4239.5,1588.66
905857,2024-08-31,1466.1,4341.93
905919,2024-08-31,624.03,1844.68
905955,2024-08-31,552.97,3212.43
905957,2024-08-31,1384.76,4516.6
905977,2024-08-31,566.53,2080.63
905987,2024-08-31,4056.9,4651.48
906027,2024-08-31,1326.66,4159.86
906030,2024-08-31,2944.45,1329.74
906048,2024-08-31,2314.16,2323.1
906058,2024-08-31,1932.42,2352.55
906107,2024-08-31,1483.0,2742.71
906115,2024-08-31,1808.3,2043.41
906123,2024-08-31,456.17,427.62
906127,2024-08-31,634.86,1736.93
906156,2024-08-31,516.87,228.19
906187,2024-08-31,1439.31,6669.24
906228,2024-08-31,1149.47,5522.74
906258,2024-08-31,1197.11,3022.26
906283,2024-08-31,1681.2,7799.24
906285,2024-08-31,2062.4,9004.82
906292,2024-08-31,1734.9,4218.77
906314,2024-08-31,834.86,2219.47
906350,2024-08-31,5811.11,1901.55
906438,2024-08-31,1327.31,327.15
906460,2024-08-31,1818.87,4030.99
906478,2024-08-31,1899.98,4642.99
906483,2024-08-31,1416.11,6443.39
906485,2024-08-31,3934.47,1375.52
906501,2024-08-31,1487.23,5206.43
906506,2024-08-31,737.09,1979.36
906535,2024-08-31,3882.02,4049.95
906542,2024-08-31,1054.07,5818.17
906582,2024-08-31,300.32,1461.99
906583,2024-08-31,1737.25,4566.8
906590,2024-08-31,1331.79,3958.74
906620,2024-08-31,1916.67,3734.94
906632,2024-08-31,3827.15,4058.53
906663,2024-08-31,444.48,380.77
906673,2024-08-31,2656.84,7158.54
906711,2024-08-31,898.75,376.1
906727,2024-08-31,2917.02,3667.26
906772,2024-08-31,375.32,951.09
906774,2024-08-31,614.06,280.84
906816,2024-08-31,2054.41,6810.91
906821,2024-08-31,2238.38,1625.11
906834,2024-08-31,1654.19,2145.3
906839,2024-08-31,179.64,556.16
906862,2024-08-31,1118.51,5334.33
906928,2024-08-31,1795.8,657.83
906990,2024-08-31,2414.54,4053.03
907001,2024-08-31,2304.98,7325.32
907024,2024-08-31,4859.88,2935.21
907064,2024-08-31,3172.63,949.34
907092,2024-08-31,1338.61,4781.92
907111,2024-08-31,558.83,1806.73
907122,2024-08-31,692.39,5282.04
907124,2024-08-31,1008.79,296.4
907146,2024-08-31,3512.58,2065.43
907199,2024-08-31,415.22,308.91
907232,2024-08-31,1531.76,6385.23
907254,2024-08-31,1250.29,5193.1
907256,2024-08-31,958.38,4197.5
907261,2024-08-31,1745.24,7022.64
907262,2024-08-31,2196.74,1792.57
907264,2024-08-31,5301.18,1957.25
907295,2024-08-31,1311.87,4580.35
907300,2024-08-31,1771.63,1166.27
907317,2024-08-31,506.92,1271.14
907331,2024-08-31,1156.1,4625.81
907341,2024-08-31,1483.37,1539.97
907352,2024-08-31,934.66,2683.42
907372,2024-08-31,1074.56,1725.28
907406,2024-08-31,1443.66,1762.85
907412,2024-08-31,2204.82,1261.45
907416,2024-08-31,1977.2,8700.2
907422,2024-08-31,2945.09,2822.57
907426,2024-08-31,3626.72,2716.7
907444,2024-08-31,1150.5,3523.16
907451,2024-08-31,2022.49,5862.81
907460,2024-08-31,840.92,3396.2
907505,2024-08-31,4637.65,2472.65
907508,2024-08-31,435.89,2642.48
907531,2024-08-31,1127.82,6451.75
907542,2024-08-31,2435.84,1236.57
907566,2024-08-31,2072.94,986.02
907575,2024-08-31,1226.55,2850.2
907608,2024-08-31,255.26,893.22
907621,2024-08-31,1036.21,3649.79
907630,2024-08-31,1257.68,5764.53
907636,2024-08-31,628.14,2418.8
907641,2024-08-31,2118.33,2207.46
907642,2024-08-31,193.02,641.88
907673,2024-08-31,2307.83,1219.58
907674,2024-08-31,1097.35,4722.05
907678,2024-08-31,4879.54,2504.26
907696,2024-08-31,903.05,959.73
907727,2024-08-31,1487.33,4966.32
907733,2024-08-31,1521.11,4095.41
907752,2024-08-31,5305.41,2314.88
907754,2024-08-31,5611.78,3574.75
907758,2024-08-31,5380.6,3261.79
907759,2024-08-31,2518.43,8483.99
907761,2024-08-31,1292.94,1244.11
907770,2024-08-31,3930.4,2408.58
907774,2024-08-31,1238.41,7333.8
907783,2024-08-31,918.7,889.05
907800,2024-08-31,804.78,2962.54
907844,2024-08-31,1363.01,1382.28
907877,2024-08-31,1966.46,3680.81
907885,2024-08-31,810.28,3595.04
907915,2024-08-31,730.71,659.37
907919,2024-08-31,761.48,1538.47
907937,2024-08-31,219.78,1161.43
907971,2024-08-31,1934.79,6115.8
907983,2024-08-31,687.79,2022.91
907991,2024-08-31,292.83,1749.16
908002,2024-08-31,278.69,1130.79
908004,2024-08-31,4568.97,2005.12
908017,2024-08-31,1729.01,1667.89
908039,2024-08-31,1884.46,5274.46
908061,2024-08-31,2563.17,6508.23
908105,2024-08-31,1194.41,751.51
908106,2024-08-31,1216.72,3035.22
908133,2024-08-31,4890.61,1597.55
908134,2024-08-31,186.41,650.84
908152,2024-08-31,2159.09,2688.85
908154,2024-08-31,3879.92,3426.03
908230,2024-08-31,5002.29,2771.45
908232,2024-08-31,1241.04,2994.21
908246,2024-08-31,171.26,493.34
908266,2024-08-31,2093.23,1936.55
908275,2024-08-31,3238.52,6523.53
908289,2024-08-31,531.66,151.98
908294,2024-08-31,859.12,1215.45
908339,2024-08-31,2410.45,5376.45
908352,2024-08-31,1705.69,1103.71
908360,2024-08-31,372.2,304.31
908383,2024-08-31,3555.02,2392.93
908417,2024-08-31,3123.06,1745.56
908427,2024-08-31,2504.58,6912.45
908430,2024-08-31,3067.14,3746.45
908449,2024-08-31,730.47,2103.44
908466,2024-08-31,5421.16,1374.29
908499,2024-08-31,979.43,2768.37
908501,2024-08-31,2947.29,1808.78
908512,2024-08-31,897.51,2481.62
908521,2024-08-31,825.5,3477.87
908532,2024-08-31,807.84,376.13
908557,2024-08-31,2216.41,5494.9
908567,2024-08-31,1325.61,7111.53
908576,2024-08-31,2238.5,6938.76
908583,2024-08-31,1706.77,7086.32
908590,2024-08-31,305.94,1061.11
908607,2024-08-31,4247.23,1763.97
908623,2024-08-31,1843.57,875.33
908643,2024-08-31,1396.33,1954.77
908653,2024-08-31,1023.67,489.09
908661,2024-08-31,2149.24,1480.46
908665,2024-08-31,1824.53,3157.37
908693,2024-08-31,2312.81,1870.86
908718,2024-08-31,1330.86,2033.17
908727,2024-08-31,2001.02,842.99
908732,2024-08-31,1095.24,1153.19
908745,2024-08-31,847.9,866.6
908746,2024-08-31,966.41,403.5
908749,2024-08-31,2939.85,3149.45
908789,2024-08-31,1297.0,6234.35
908811,2024-08-31,2111.12,2080.05
908826,2024-08-31,4235.25,2822.43
908862,2024-08-31,728.16,2520.1
908882,2024-08-31,482.42,1196.94
908892,2024-08-31,1733.9,5259.81
908929,2024-08-31,1523.6,1797.85
900052,2024-09-30,911.36,6742.68
900056,2024-09-30,5080.84,1262.57
900091,2024-09-30,1120.59,3401.51
900098,2024-09-30,2547.39,6338.26
900131,2024-09-30,715.69,2052.39
900136,2024-09-30,1897.98,6911.46
900145,2024-09-30,2611.47,4281.86
900157,2024-09-30,1611.04,3634.14
900159,2024-09-30,5870.06,2163.48
900214,2024-09-30,1715.4,1998.46
900232,2024-09-30,1556.2,1234.27
900260,2024-09-30,3075.67,1702.47
900270,2024-09-30,2353.21,5801.27
900306,2024-09-30,1694.42,5350.24
900322,2024-09-30,2195.79,5483.07
900329,2024-09-30,2012.73,5182.36
900331,2024-09-30,1071.46,463.55
900401,2024-09-30,4063.48,1469.39
900411,2024-09-30,377.46,1476.32
900416,2024-09-30,317.26,1268.56
900419,2024-09-30,1782.24,1046.35
900444,2024-09-30,1738.33,3293.46
900446,2024-09-30,2280.93,6176.27
900448,2024-09-30,3678.9,4271.46
900455,2024-09-30,3584.19,2245.89
900518,2024-09-30,4025.01,4269.78
900531,2024-09-30,994.06,2550.85
900582,2024-09-30,481.46,1977.4
900640,2024-09-30,1750.09,4592.6
900652,2024-09-30,1015.48,3344.6
900683,2024-09-30,1508.48,6249.01
900686,2024-09-30,5303.34,2404.8
900694,2024-09-30,1659.42,7600.19
900710,2024-09-30,683.27,3258.29
900739,2024-09-30,2946.5,2199.99
900742,2024-09-30,2929.03,2065.94
900743,2024-09-30,161.87,373.61
900750,2024-09-30,1120.72,1022.19
900757,2024-09-30,475.12,322.7
900767,2024-09-30,979.2,6041.6
900774,2024-09-30,384.97,2585.18
900804,2024-09-30,1681.5,4045.39
900808,2024-09-30,2687.74,2256.92
900814,2024-09-30,1861.04,1487.68
900827,2024-09-30,3359.04,1976.76
900840,2024-09-30,2318.23,2662.93
900901,2024-09-30,3430.55,1229.4
900932,2024-09-30,3497.87,8219.81
900942,2024-09-30,1184.68,304.68
900953,2024-09-30,2646.8,918.15
900991,2024-09-30,1581.98,4900.44
901000,2024-09-30,3066.67,3664.16
901002,2024-09-30,1280.18,4311.79
901022,2024-09-30,2284.44,2777.77
901030,2024-09-30,340.96,1294.59
901037,2024-09-30,635.73,2441.91
901059,2024-09-30,1044.59,3103.05
901070,2024-09-30,1269.95,6382.02
901084,2024-09-30,1178.45,7883.03
901091,2024-09-30,975.57,2777.91
901099,2024-09-30,122.79,692.48
901117,2024-09-30,1748.69,5668.37
901141,2024-09-30,315.18,840.54
901156,2024-09-30,483.05,198.04
901179,2024-09-30,4880.05,1825.64
901193,2024-09-30,1332.06,906.25
901228,2024-09-30,1307.49,8806.53
901245,2024-09-30,2438.77,2385.57
901251,2024-09-30,2844.87,2007.25
901269,2024-09-30,2836.6,1395.01
901293,2024-09-30,1503.6,4132.83
901294,2024-09-30,1838.14,1558.42
901304,2024-09-30,5755.49,2423.87
901342,2024-09-30,2009.98,7217.85
901344,2024-09-30,2466.3,1882.0
901353,2024-09-30,1352.47,1042.31
901361,2024-09-30,2401.13,5368.75
901363,2024-09-30,194.18,428.04
901378,2024-09-30,341.77,1572.98
901434,2024-09-30,3138.34,1296.32
901471,2024-09-30,710.63,1174.56
901474,2024-09-30,2313.77,3748.73
901482,2024-09-30,336.68,600.66
901504,2024-09-30,2964.07,3648.54
901509,2024-09-30,1853.74,7938.29
901558,2024-09-30,1041.55,2492.68
901589,2024-09-30,2288.04,2199.4
901607,2024-09-30,1184.41,1408.27
901614,2024-09-30,1925.87,1950.62
901618,2024-09-30,635.5,2164.94
901621,2024-09-30,5952.82,2868.4
901630,2024-09-30,2415.31,2173.23
901632,2024-09-30,4858.35,1640.56
901645,2024-09-30,1646.26,3743.96
901688,2024-09-30,615.1,1513.76
901695,2024-09-30,1855.24,3407.87
901728,2024-09-30,909.4,2186.92
901744,2024-09-30,1718.34,1872.03
901759,2024-09-30,2587.94,6737.82
901783,2024-09-30,1725.16,6151.52
901785,2024-09-30,1151.8,945.46
901794,2024-09-30,3255.64,2106.51
901807,2024-09-30,4179.63,3990.61
901816,2024-09-30,2855.72,1907.65
901837,2024-09-30,1977.5,777.01
901840,2024-09-30,6035.72,1933.83
901877,2024-09-30,631.26,338.18
901959,2024-09-30,1232.42,3701.59
901960,2024-09-30,2575.23,5601.36
901966,2024-09-30,1070.49,6881.85
901972,2024-09-30,968.64,3427.29
901977,2024-09-30,2253.8,5409.01
901984,2024-09-30,3444.23,2457.57
902000,2024-09-30,479.54,364.43
902011,2024-09-30,3510.63,2596.59
902029,2024-09-30,1300.54,4593.14
902042,2024-09-30,1723.4,3817.69
902072,2024-09-30,2845.02,952.92
902091,2024-09-30,833.02,533.98
902113,2024-09-30,3233.88,2179.64
902193,2024-09-30,3934.86,1277.86
902213,2024-09-30,608.5,3317.36
902218,2024-09-30,284.16,695.6
902265,2024-09-30,500.94,1054.22
902281,2024-09-30,222.31,1030.96
902284,2024-09-30,3495.39,2569.05
902290,2024-09-30,1107.64,2844.84
902313,2024-09-30,1948.01,2077.47
902316,2024-09-30,2756.78,3532.98
902364,2024-09-30,2493.03,4324.78
902395,2024-09-30,1203.07,4513.88
902402,2024-09-30,3584.53,1959.15
902425,2024-09-30,1630.09,9215.28
902428,2024-09-30,3532.17,1191.55
902431,2024-09-30,5490.09,2727.03
902437,2024-09-30,1230.56,3935.63
902446,2024-09-30,5532.61,2139.54
902461,2024-09-30,905.03,2141.96
902465,2024-09-30,414.38,1210.94
902471,2024-09-30,1903.49,767.26
902482,2024-09-30,3616.41,1259.21
902511,2024-09-30,998.6,4236.66
902526,2024-09-30,2958.93,3148.46
902555,2024-09-30,3266.6,2035.6
902560,2024-09-30,2601.01,4751.92
902569,2024-09-30,988.3,4238.63
902629,2024-09-30,382.15,1600.39
902644,2024-09-30,425.41,417.57
902649,2024-09-30,741.24,1345.73
902650,2024-09-30,2401.3,5835.75
902697,2024-09-30,1671.68,3924.94
902704,2024-09-30,839.52,1636.05
902712,2024-09-30,560.27,2778.81
902727,2024-09-30,3104.88,2098.32
902729,2024-09-30,5128.96,2759.23
902774,2024-09-30,288.12,1835.27
902776,2024-09-30,1385.21,1346.34
902791,2024-09-30,2909.92,2900.92
902808,2024-09-30,2704.49,4181.48
902825,2024-09-30,1262.05,3063.4
902832,2024-09-30,1585.7,4150.04
902922,2024-09-30,1516.01,6636.1
902969,2024-09-30,1640.86,3195.74
902981,2024-09-30,298.89,873.86
902986,2024-09-30,1410.09,9386.47
903018,2024-09-30,1962.22,4244.97
903020,2024-09-30,2434.83,4143.4
903075,2024-09-30,2112.74,3824.72
903084,2024-09-30,2894.85,1583.26
903115,2024-09-30,2384.46,982.74
903132,2024-09-30,632.5,3502.35
903154,2024-09-30,4504.92,4681.74
903169,2024-09-30,1165.13,1233.71
903229,2024-09-30,3619.69,1824.97
903230,2024-09-30,712.17,1721.0
903232,2024-09-30,4428.4,2691.11
903240,2024-09-30,448.1,1523.83
903256,2024-09-30,2182.16,2766.54
903368,2024-09-30,1450.86,5044.39
903386,2024-09-30,3357.64,3249.22
903403,2024-09-30,93.82,514.15
903420,2024-09-30,4648.71,1716.09
903430,2024-09-30,834.88,2741.51
903439,2024-09-30,529.5,230.4
903463,2024-09-30,3151.02,2102.39
903485,2024-09-30,2033.0,5246.7
903512,2024-09-30,989.88,1610.03
903514,2024-09-30,3124.56,832.17
903521,2024-09-30,1079.06,611.46
903561,2024-09-30,2809.75,778.6
903586,2024-09-30,1973.75,1667.23
903598,2024-09-30,1978.35,9567.34
903608,2024-09-30,5835.94,2241.44
903616,2024-09-30,1189.67,2588.86
903627,2024-09-30,1086.21,3355.28
903643,2024-09-30,996.24,4571.0
903648,2024-09-30,3053.83,7278.08
903684,2024-09-30,359.03,1798.31
903709,2024-09-30,6686.18,2900.76
903713,2024-09-30,1629.73,1835.11
903720,2024-09-30,2680.72,2083.19
903723,2024-09-30,564.79,718.34
903764,2024-09-30,1250.61,4553.49
903771,2024-09-30,931.97,1042.52
903794,2024-09-30,928.19,4531.23
903796,2024-09-30,2411.46,8143.02
903810,2024-09-30,1753.35,4278.15
903843,2024-09-30,389.41,275.85
903847,2024-09-30,1753.25,2685.9
903856,2024-09-30,141.27,693.92
903868,2024-09-30,1537.03,1153.46
903881,2024-09-30,796.63,1353.8
903889,2024-09-30,670.75,503.81
903906,2024-09-30,1011.26,4022.55
903912,2024-09-30,1804.33,4695.42
903953,2024-09-30,714.3,520.27
904006,2024-09-30,1005.65,3413.68
904013,2024-09-30,1489.39,9955.97
904039,2024-09-30,394.06,1367.67
904041,2024-09-30,463.65,2972.75
904084,2024-09-30,3101.69,1431.35
904108,2024-09-30,2218.03,2390.78
904149,2024-09-30,619.19,3852.87
904158,2024-09-30,137.75,597.36
904176,2024-09-30,580.68,2786.5
904217,2024-09-30,2126.14,1600.67
904226,2024-09-30,236.99,629.31
904237,2024-09-30,1099.05,4166.1
904254,2024-09-30,594.53,2923.06
904297,2024-09-30,781.49,2757.64
904303,2024-09-30,2116.5,3173.52
